district,state,year,quarter,registered_users,app_openings
agar malwa district,madhya-pradesh,2021,4,116711,7478552
ashoknagar district,madhya-pradesh,2021,4,138555,7568285
sagar district,madhya-pradesh,2021,4,538447,23166608
niwari district,madhya-pradesh,2021,4,60568,2702448
rewa district,madhya-pradesh,2021,4,500513,22443034
shajapur district,madhya-pradesh,2021,4,236918,14506010
ujjain district,madhya-pradesh,2021,4,639197,33583390
bhind district,madhya-pradesh,2021,4,304654,12277081
tikamgarh district,madhya-pradesh,2021,4,153468,7302744
seoni district,madhya-pradesh,2021,4,254057,13780511
harda district,madhya-pradesh,2021,4,124528,6342732
burhanpur district,madhya-pradesh,2021,4,143490,7214848
damoh district,madhya-pradesh,2021,4,188719,7734176
bhopal district,madhya-pradesh,2021,4,1633266,93931993
jhabua district,madhya-pradesh,2021,4,123245,6502753
dhar district,madhya-pradesh,2021,4,519970,32607060
guna district,madhya-pradesh,2021,4,321685,16280589
east nimar district,madhya-pradesh,2021,4,247780,13878939
chhindwara district,madhya-pradesh,2021,4,495990,25711745
umaria district,madhya-pradesh,2021,4,96803,4944557
mandla district,madhya-pradesh,2021,4,155589,7086912
indore district,madhya-pradesh,2021,4,2164101,120836112
shahdol district,madhya-pradesh,2021,4,206601,11162981
ratlam district,madhya-pradesh,2021,4,387771,18837420
panna district,madhya-pradesh,2021,4,125727,6055168
chhatarpur district,madhya-pradesh,2021,4,319122,12573269
morena district,madhya-pradesh,2020,1,187857,3837024
alirajpur district,madhya-pradesh,2020,1,24827,436047
sehore district,madhya-pradesh,2020,1,228553,8068977
rajgarh district,madhya-pradesh,2020,1,174122,5166263
khargone district,madhya-pradesh,2020,1,180658,4246643
satna district,madhya-pradesh,2020,1,253988,5239450
narsinghpur district,madhya-pradesh,2020,1,148190,3256953
jabalpur district,madhya-pradesh,2020,1,462069,9450502
hoshangabad district,madhya-pradesh,2020,1,190416,4178981
vidisha district,madhya-pradesh,2020,1,184757,4522867
balaghat district,madhya-pradesh,2020,1,179810,4368141
singrauli district,madhya-pradesh,2020,1,156321,4752706
betul district,madhya-pradesh,2020,1,193348,4664926
sidhi district,madhya-pradesh,2020,1,90719,2159571
datia district,madhya-pradesh,2020,1,71709,1402036
dewas district,madhya-pradesh,2020,1,245317,6992853
sheopur district,madhya-pradesh,2020,1,46567,1000018
neemuch district,madhya-pradesh,2020,1,118143,2645531
raisen district,madhya-pradesh,2020,1,184402,4931736
mandsaur district,madhya-pradesh,2020,1,183327,4066701
barwani district,madhya-pradesh,2020,1,82596,1660658
katni district,madhya-pradesh,2020,1,131655,2671976
dindori district,madhya-pradesh,2020,1,39433,980434
shivpuri district,madhya-pradesh,2020,1,134692,2740289
gwalior district,madhya-pradesh,2020,1,506221,11772607
anuppur district,madhya-pradesh,2020,1,76969,1939706
agar malwa district,madhya-pradesh,2020,1,56419,1516404
ashoknagar district,madhya-pradesh,2020,1,69791,1489358
sagar district,madhya-pradesh,2020,1,299753,6458291
niwari district,madhya-pradesh,2020,1,31223,642589
rewa district,madhya-pradesh,2020,1,285832,6038116
shajapur district,madhya-pradesh,2020,1,124615,3445139
ujjain district,madhya-pradesh,2020,1,349476,8577572
bhind district,madhya-pradesh,2020,1,159089,3111987
tikamgarh district,madhya-pradesh,2020,1,75937,1623458
seoni district,madhya-pradesh,2020,1,133334,3134906
harda district,madhya-pradesh,2020,1,67392,1421699
burhanpur district,madhya-pradesh,2020,1,70827,1358449
damoh district,madhya-pradesh,2020,1,98583,1892344
bhopal district,madhya-pradesh,2020,1,1003288,38048310
jhabua district,madhya-pradesh,2020,1,52803,1026941
dhar district,madhya-pradesh,2020,1,270891,6924843
guna district,madhya-pradesh,2020,1,169946,3705575
east nimar district,madhya-pradesh,2020,1,125273,2916328
chhindwara district,madhya-pradesh,2020,1,268008,6375827
umaria district,madhya-pradesh,2020,1,51076,1230506
mandla district,madhya-pradesh,2020,1,77954,1599740
indore district,madhya-pradesh,2020,1,1287857,40721955
shahdol district,madhya-pradesh,2020,1,112022,2748773
ratlam district,madhya-pradesh,2020,1,204718,4810168
panna district,madhya-pradesh,2020,1,64176,1403113
chhatarpur district,madhya-pradesh,2020,1,164422,3076493
morena district,madhya-pradesh,2020,2,217318,5129896
alirajpur district,madhya-pradesh,2020,2,31422,729211
sehore district,madhya-pradesh,2020,2,251480,8117617
rajgarh district,madhya-pradesh,2020,2,198951,6020987
khargone district,madhya-pradesh,2020,2,210140,5461706
satna district,madhya-pradesh,2020,2,281414,5628403
narsinghpur district,madhya-pradesh,2020,2,166358,3793445
jabalpur district,madhya-pradesh,2020,2,507707,7997620
hoshangabad district,madhya-pradesh,2020,2,213924,4541381
vidisha district,madhya-pradesh,2020,2,207720,4961336
balaghat district,madhya-pradesh,2020,2,207076,5527300
singrauli district,madhya-pradesh,2020,2,171262,5115820
betul district,madhya-pradesh,2020,2,217297,5519756
sidhi district,madhya-pradesh,2020,2,102450,2564784
datia district,madhya-pradesh,2020,2,81212,1706107
dewas district,madhya-pradesh,2020,2,275957,7803477
sheopur district,madhya-pradesh,2020,2,54544,1380317
neemuch district,madhya-pradesh,2020,2,134827,2980796
raisen district,madhya-pradesh,2020,2,207040,5410647
mandsaur district,madhya-pradesh,2020,2,208900,4536235
barwani district,madhya-pradesh,2020,2,98117,2245925
katni district,madhya-pradesh,2020,2,148185,2934370
dindori district,madhya-pradesh,2020,2,45900,1159585
shivpuri district,madhya-pradesh,2020,2,156442,3406650
gwalior district,madhya-pradesh,2020,2,554377,10235469
anuppur district,madhya-pradesh,2020,2,85974,2186319
agar malwa district,madhya-pradesh,2020,2,66194,1869353
ashoknagar district,madhya-pradesh,2020,2,80288,1900830
sagar district,madhya-pradesh,2020,2,333878,6979197
niwari district,madhya-pradesh,2020,2,35711,789640
rewa district,madhya-pradesh,2020,2,313486,6612580
shajapur district,madhya-pradesh,2020,2,142935,4213047
ujjain district,madhya-pradesh,2020,2,395028,8399908
bhind district,madhya-pradesh,2020,2,183346,4266447
tikamgarh district,madhya-pradesh,2020,2,87535,2052740
seoni district,madhya-pradesh,2020,2,152359,3792749
harda district,madhya-pradesh,2020,2,76370,1841278
burhanpur district,madhya-pradesh,2020,2,82919,1807039
damoh district,madhya-pradesh,2020,2,112085,2305237
bhopal district,madhya-pradesh,2020,2,1080094,23833983
jhabua district,madhya-pradesh,2020,2,67708,1642394
dhar district,madhya-pradesh,2020,2,310389,7389446
guna district,madhya-pradesh,2020,2,192017,4184669
east nimar district,madhya-pradesh,2020,2,145921,3756177
chhindwara district,madhya-pradesh,2020,2,302791,7241928
umaria district,madhya-pradesh,2020,2,57495,1408949
mandla district,madhya-pradesh,2020,2,90576,1972364
indore district,madhya-pradesh,2020,2,1410157,24675945
shahdol district,madhya-pradesh,2020,2,125221,3026667
ratlam district,madhya-pradesh,2020,2,233307,5260077
panna district,madhya-pradesh,2020,2,73675,1835695
chhatarpur district,madhya-pradesh,2020,2,186944,3616546
morena district,madhya-pradesh,2020,3,243100,5515627
alirajpur district,madhya-pradesh,2020,3,36425,771655
sehore district,madhya-pradesh,2020,3,276075,9913991
rajgarh district,madhya-pradesh,2020,3,224388,7130757
khargone district,madhya-pradesh,2020,3,234694,6430041
satna district,madhya-pradesh,2020,3,311884,7299985
narsinghpur district,madhya-pradesh,2020,3,182823,4534535
jabalpur district,madhya-pradesh,2020,3,555235,10924773
hoshangabad district,madhya-pradesh,2020,3,235930,5467865
vidisha district,madhya-pradesh,2020,3,231156,5977596
balaghat district,madhya-pradesh,2020,3,232874,6555205
singrauli district,madhya-pradesh,2020,3,188497,6614617
betul district,madhya-pradesh,2020,3,241045,6751236
sidhi district,madhya-pradesh,2020,3,114892,3240245
datia district,madhya-pradesh,2020,3,89996,1971313
dewas district,madhya-pradesh,2020,3,303624,9541669
sheopur district,madhya-pradesh,2020,3,61321,1465485
neemuch district,madhya-pradesh,2020,3,150072,3607288
raisen district,madhya-pradesh,2020,3,230222,6621543
mandsaur district,madhya-pradesh,2020,3,233832,5525088
barwani district,madhya-pradesh,2020,3,111594,2704695
katni district,madhya-pradesh,2020,3,164877,3754041
dindori district,madhya-pradesh,2020,3,53140,1482035
shivpuri district,madhya-pradesh,2020,3,178433,4190392
gwalior district,madhya-pradesh,2020,3,603096,13858039
anuppur district,madhya-pradesh,2020,3,94947,2743203
agar malwa district,madhya-pradesh,2020,3,75042,2067746
ashoknagar district,madhya-pradesh,2020,3,90944,2218641
sagar district,madhya-pradesh,2020,3,368745,8520052
niwari district,madhya-pradesh,2020,3,40044,943976
rewa district,madhya-pradesh,2020,3,343897,8609066
shajapur district,madhya-pradesh,2020,3,158634,4836627
ujjain district,madhya-pradesh,2020,3,436068,11102536
bhind district,madhya-pradesh,2020,3,204515,4603385
tikamgarh district,madhya-pradesh,2020,3,99435,2355794
seoni district,madhya-pradesh,2020,3,169843,4472061
harda district,madhya-pradesh,2020,3,84771,2045684
burhanpur district,madhya-pradesh,2020,3,94468,2236883
damoh district,madhya-pradesh,2020,3,126047,2720247
bhopal district,madhya-pradesh,2020,3,1162000,34412697
jhabua district,madhya-pradesh,2020,3,78359,1855019
dhar district,madhya-pradesh,2020,3,346394,9730750
guna district,madhya-pradesh,2020,3,215479,5194184
east nimar district,madhya-pradesh,2020,3,163928,4383655
chhindwara district,madhya-pradesh,2020,3,336306,8957880
umaria district,madhya-pradesh,2020,3,64323,1797853
mandla district,madhya-pradesh,2020,3,102626,2401861
indore district,madhya-pradesh,2020,3,1524036,37661995
shahdol district,madhya-pradesh,2020,3,139177,4001386
ratlam district,madhya-pradesh,2020,3,260470,6567251
panna district,madhya-pradesh,2020,3,83059,2181466
chhatarpur district,madhya-pradesh,2020,3,211442,4379380
morena district,madhya-pradesh,2020,4,267467,6386001
alirajpur district,madhya-pradesh,2020,4,41088,847945
sehore district,madhya-pradesh,2020,4,300164,11926496
rajgarh district,madhya-pradesh,2020,4,248183,8283878
khargone district,madhya-pradesh,2020,4,259561,7925970
satna district,madhya-pradesh,2020,4,340632,8895084
narsinghpur district,madhya-pradesh,2020,4,198797,5497813
jabalpur district,madhya-pradesh,2020,4,604034,14264772
hoshangabad district,madhya-pradesh,2020,4,257815,7025247
vidisha district,madhya-pradesh,2020,4,254046,6972300
balaghat district,madhya-pradesh,2020,4,257330,7971567
singrauli district,madhya-pradesh,2020,4,205335,7900407
betul district,madhya-pradesh,2020,4,264821,8089210
sidhi district,madhya-pradesh,2020,4,127036,3863820
datia district,madhya-pradesh,2020,4,98245,2291208
dewas district,madhya-pradesh,2020,4,331443,11586451
sheopur district,madhya-pradesh,2020,4,67867,1682681
neemuch district,madhya-pradesh,2020,4,164544,4142475
raisen district,madhya-pradesh,2020,4,252088,8029455
mandsaur district,madhya-pradesh,2020,4,257488,6397496
barwani district,madhya-pradesh,2020,4,125456,3455685
katni district,madhya-pradesh,2020,4,181408,4600435
dindori district,madhya-pradesh,2020,4,59962,1753585
shivpuri district,madhya-pradesh,2020,4,200121,5169044
gwalior district,madhya-pradesh,2020,4,652985,17627043
anuppur district,madhya-pradesh,2020,4,104310,3325790
agar malwa district,madhya-pradesh,2020,4,83325,2435806
ashoknagar district,madhya-pradesh,2020,4,100497,2536318
sagar district,madhya-pradesh,2020,4,402006,10203743
niwari district,madhya-pradesh,2020,4,44148,1058416
rewa district,madhya-pradesh,2020,4,374099,10724980
shajapur district,madhya-pradesh,2020,4,173999,5651313
ujjain district,madhya-pradesh,2020,4,475637,13546406
bhind district,madhya-pradesh,2020,4,223913,5313250
tikamgarh district,madhya-pradesh,2020,4,110958,2768553
seoni district,madhya-pradesh,2020,4,187112,5428128
harda district,madhya-pradesh,2020,4,92862,2573686
burhanpur district,madhya-pradesh,2020,4,105578,2787448
damoh district,madhya-pradesh,2020,4,139246,3194459
bhopal district,madhya-pradesh,2020,4,1249343,46817428
jhabua district,madhya-pradesh,2020,4,88307,2119717
dhar district,madhya-pradesh,2020,4,382523,12266979
guna district,madhya-pradesh,2020,4,235371,6298119
east nimar district,madhya-pradesh,2020,4,181040,5304286
chhindwara district,madhya-pradesh,2020,4,370027,11110963
umaria district,madhya-pradesh,2020,4,71049,2183916
mandla district,madhya-pradesh,2020,4,113986,2902555
indore district,madhya-pradesh,2020,4,1645564,52259995
shahdol district,madhya-pradesh,2020,4,153490,4992250
ratlam district,madhya-pradesh,2020,4,286103,7739584
panna district,madhya-pradesh,2020,4,91870,2441428
chhatarpur district,madhya-pradesh,2020,4,233668,4999862
morena district,madhya-pradesh,2018,1,42153,0
alirajpur district,madhya-pradesh,2018,1,3746,0
sehore district,madhya-pradesh,2018,1,61158,0
rajgarh district,madhya-pradesh,2018,1,39336,0
khargone district,madhya-pradesh,2018,1,40995,0
satna district,madhya-pradesh,2018,1,59252,0
narsinghpur district,madhya-pradesh,2018,1,38027,0
jabalpur district,madhya-pradesh,2018,1,115953,0
hoshangabad district,madhya-pradesh,2018,1,50658,0
vidisha district,madhya-pradesh,2018,1,43378,0
balaghat district,madhya-pradesh,2018,1,38064,0
singrauli district,madhya-pradesh,2018,1,45254,0
betul district,madhya-pradesh,2018,1,49045,0
sidhi district,madhya-pradesh,2018,1,20030,0
datia district,madhya-pradesh,2018,1,16322,0
dewas district,madhya-pradesh,2018,1,62902,0
sheopur district,madhya-pradesh,2018,1,9808,0
neemuch district,madhya-pradesh,2018,1,27995,0
raisen district,madhya-pradesh,2018,1,47344,0
mandsaur district,madhya-pradesh,2018,1,42041,0
barwani district,madhya-pradesh,2018,1,15811,0
katni district,madhya-pradesh,2018,1,28098,0
dindori district,madhya-pradesh,2018,1,6114,0
shivpuri district,madhya-pradesh,2018,1,25449,0
gwalior district,madhya-pradesh,2018,1,142453,0
anuppur district,madhya-pradesh,2018,1,18656,0
agar malwa district,madhya-pradesh,2018,1,12058,0
ashoknagar district,madhya-pradesh,2018,1,16495,0
sagar district,madhya-pradesh,2018,1,72857,0
niwari district,madhya-pradesh,2018,1,6771,0
rewa district,madhya-pradesh,2018,1,73336,0
shajapur district,madhya-pradesh,2018,1,29995,0
ujjain district,madhya-pradesh,2018,1,84441,0
bhind district,madhya-pradesh,2018,1,34085,0
tikamgarh district,madhya-pradesh,2018,1,15917,0
seoni district,madhya-pradesh,2018,1,29095,0
harda district,madhya-pradesh,2018,1,18120,0
burhanpur district,madhya-pradesh,2018,1,16077,0
damoh district,madhya-pradesh,2018,1,24961,0
bhopal district,madhya-pradesh,2018,1,307312,0
jhabua district,madhya-pradesh,2018,1,9632,0
dhar district,madhya-pradesh,2018,1,63440,0
guna district,madhya-pradesh,2018,1,36829,0
east nimar district,madhya-pradesh,2018,1,29308,0
chhindwara district,madhya-pradesh,2018,1,65005,0
umaria district,madhya-pradesh,2018,1,11572,0
mandla district,madhya-pradesh,2018,1,13593,0
indore district,madhya-pradesh,2018,1,366977,0
shahdol district,madhya-pradesh,2018,1,26509,0
ratlam district,madhya-pradesh,2018,1,49298,0
panna district,madhya-pradesh,2018,1,13874,0
chhatarpur district,madhya-pradesh,2018,1,36004,0
morena district,madhya-pradesh,2018,2,58065,0
alirajpur district,madhya-pradesh,2018,2,5452,0
sehore district,madhya-pradesh,2018,2,82040,0
rajgarh district,madhya-pradesh,2018,2,54095,0
khargone district,madhya-pradesh,2018,2,56609,0
satna district,madhya-pradesh,2018,2,81811,0
narsinghpur district,madhya-pradesh,2018,2,51214,0
jabalpur district,madhya-pradesh,2018,2,155624,0
hoshangabad district,madhya-pradesh,2018,2,67994,0
vidisha district,madhya-pradesh,2018,2,59517,0
balaghat district,madhya-pradesh,2018,2,51925,0
singrauli district,madhya-pradesh,2018,2,59664,0
betul district,madhya-pradesh,2018,2,66003,0
sidhi district,madhya-pradesh,2018,2,27757,0
datia district,madhya-pradesh,2018,2,23685,0
dewas district,madhya-pradesh,2018,2,84342,0
sheopur district,madhya-pradesh,2018,2,13621,0
neemuch district,madhya-pradesh,2018,2,37523,0
raisen district,madhya-pradesh,2018,2,63216,0
mandsaur district,madhya-pradesh,2018,2,56151,0
barwani district,madhya-pradesh,2018,2,22443,0
katni district,madhya-pradesh,2018,2,39536,0
dindori district,madhya-pradesh,2018,2,9224,0
shivpuri district,madhya-pradesh,2018,2,37234,0
gwalior district,madhya-pradesh,2018,2,193605,0
anuppur district,madhya-pradesh,2018,2,25374,0
agar malwa district,madhya-pradesh,2018,2,16753,0
ashoknagar district,madhya-pradesh,2018,2,23253,0
sagar district,madhya-pradesh,2018,2,100623,0
niwari district,madhya-pradesh,2018,2,9413,0
rewa district,madhya-pradesh,2018,2,100661,0
shajapur district,madhya-pradesh,2018,2,41285,0
ujjain district,madhya-pradesh,2018,2,113216,0
bhind district,madhya-pradesh,2018,2,47639,0
tikamgarh district,madhya-pradesh,2018,2,21942,0
seoni district,madhya-pradesh,2018,2,39979,0
harda district,madhya-pradesh,2018,2,24635,0
burhanpur district,madhya-pradesh,2018,2,22302,0
